"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.849781250E-1,-3.351882458E0,1.819593310E-1,1.043871999E0
7.050015620E-1,-3.562572241E0,2.595314741E0,2.853888512E0
7.299968750E-1,1.244984865E-1,1.177947235E1,5.966350555E0
7.549937500E-1,3.208230257E0,1.363737297E1,2.135627985E0
7.799906250E-1,1.972822189E0,1.221042824E1,2.011129409E-1
8.049859370E-1,-1.436520964E-1,7.881711960E0,1.733402014E0
8.299828120E-1,-1.915361360E-2,6.004657745E0,2.231395960E0
8.549796870E-1,-9.576807022E-1,7.354987621E0,1.493981838E0
8.750015620E-1,5.267243981E-1,8.791508675E0,-9.864110947E-1
8.999984370E-1,1.580173135E0,9.682151794E0,8.044517636E-1
9.249953120E-1,7.278373241E-1,8.293514252E0,2.834734917E0
9.499906250E-1,5.267243981E-1,6.694188118E0,2.873042107E0
9.749875000E-1,6.224924326E-1,6.435614109E0,2.738966703E0
9.999843750E-1,6.224924326E-1,9.126696587E0,9.576807022E-1
1.024981250E0,7.182605267E-1,1.116655636E1,-4.309563041E-1
1.049976562E0,1.187524080E0,1.289995861E1,1.513135433E0
1.070000000E0,-3.926490843E-1,1.354160500E1,2.691082716E0
1.094995312E0,-2.403778553E0,1.305318737E1,2.068590164E0
1.119992187E0,1.991975784E0,1.542823601E1,1.407790542E0
1.144989062E0,2.844311714E0,1.534204483E1,5.363011956E-1
1.169985937E0,3.524264812E0,9.758766174E0,7.469909191E-1
1.194982812E0,6.531382084E0,1.340752983E1,1.388636947E0
1.219978125E0,2.892195702E0,1.902911568E1,2.394201756E0
1.240000000E0,-2.279279947E0,1.726698303E1,2.844311714E0
1.264996875E0,-3.083731890E0,1.036210537E1,2.336740971E0
1.289993750E0,-2.240972757E0,6.675034523E0,2.815581083E0
1.314990625E0,-5.267243981E-1,5.152322292E0,1.953668594E0
1.339985937E0,2.106897533E-1,5.861005783E0,9.481038451E-1
1.364982812E0,9.576806426E-2,6.598419666E0,-9.576806426E-2
1.389979687E0,-6.703764945E-2,4.663905144E0,0.000000000E0
1.410001562E0,-2.020706177E0,2.719813108E0,2.940079689E0
1.434998437E0,-2.700659513E0,2.844311714E0,3.217807055E0
1.459995312E0,-2.183511972E0,3.447650433E0,2.662352324E0
1.484990625E0,-1.072602391E0,3.907337189E0,3.208230257E0
1.509987500E0,-5.075707436E-1,4.979939461E0,5.190629482E0
1.529987500E0,-1.264138460E0,6.646304131E0,7.259219646E0
1.550001562E0,-2.547430515E0,9.279925346E0,9.538499832E0
1.574996875E0,-1.589749932E0,2.203623199E1,9.797073364E0
1.599993750E0,-8.236053586E-1,2.255337906E1,3.821146011E0
1.624990625E0,-2.557007313E0,1.095586681E1,3.754108191E0
1.649985937E0,-4.730942726E0,8.188169479E0,6.579266071E0
1.674981250E0,-2.106897593E0,1.505473995E1,1.714248419E0
1.699979687E0,3.246537447E0,8.130708694E0,-2.949656487E0
1.720001562E0,-2.212242365E0,3.141192675E0,-2.882618904E0
1.744998437E0,-3.189076662E0,4.472368717E0,4.692635536E0
1.769995312E0,7.661445439E-2,9.260771751E0,6.110002518E0
1.794990625E0,1.417367458E0,1.242111874E1,1.723825186E-1
